Title,Score,Num_reviews,Age,Pages,Language,Price_tapa_dura,Price_tapa_blanda,Price_Kindle
"El monstruo de colores (edición álbum ilustrado, no versión pop-up) (SIN COLECCION)",4.7,2089.0, 2 - 4 anos,44.0,Español,,,
Gravity Falls. Diario 3 (Disney. Gravity Falls),4.7,1430.0, 8 - 11 anos,296.0,Español,,,
One Piece nº 005: Por quién doblan las campanas (Manga Shonen),4.8,331.0,9 anos ou mais,192.0,,,,
"LIBRO PREESCOLAR 3-6 AÑOS MAXI: +200 actividades. Ejercicios educativos para niños, enigmas y juegos, escribir letras y números, aprender a dibujar, laberintos, muchas páginas para colorear",4.9,24.0,2 - 11 anos,170.0,Español,,,
"El Gran Consejo: (El Sendero del Guardabosques, Libro 10)",4.8,764.0,11 - 18 anos,,Español,,,
"¡Adiós, pañal! ¡Hola, orinal! (Crece con Lola) (Imprescindibles)",,,0 - 3 anos,32.0,Español,0.0,0.0,4.74
Five Nights at Freddy's. El parque de bolas (Escalofríos de Fazbear 1) (Roca Juvenil),4.6,173.0,9 anos ou mais,224.0,,17.23,0.0,7.59
"La Santa Biblia, surtido: colores aleatorios (letra grande) (Biblias (san Pablo))",4.5,119.0,9 anos ou mais,2016.0,Español,,,
Cuentos para niños de cuatro años,4.6,435.0, 3 - 4 anos,48.0,,5.8,0.0,0.0
Diario de Greg 8: Mala suerte (Universo Diario de Greg),4.7,1697.0, 9 - 12 anos,224.0,,0.0,0.0,6.64
Últimos días en Berlín: Finalista Premio Planeta 2021 (Autores Españoles e Iberoamericanos),4.5,11116.0, 13 anos ou mais,648.0,Español,0.0,0.0,9.49
La aventura de los Balbuena en el futuro: 15 (Los Forasteros del Tiempo),4.7,4.0,10 - 12 anos,296.0,,0.0,12.54,6.64
Superpatata: El origen de Superpatata (MAMUT 6+),4.7,749.0, 6 - 7 anos,56.0,,0.0,9.68,0.0
Las Ratitas 9. La cabaña embrujada (Jóvenes influencers),,,6 anos ou mais,144.0,,0.0,0.0,6.64
"Adiós, miedo. ¡Hola, seguridad! (El bosque de las emociones)",4.7,144.0, 3 - 5 anos,32.0,,5.76,0.0,0.0
Policán 9: Crimen y gatito,4.8,117.0,6 - 9 anos,240.0,,0.0,0.0,6.64
Naruto nº 02/72 (Manga Shonen),4.7,1113.0, 10 - 12 anos,0.0,,0.0,4.12,4.74
El cuadrante del flujo de dinero: Guía del padre rico para la libertad financiera (Clave),4.6,1746.0,,0.0,,0.0,0.0,5.69
El Principito (Pop-Up),4.8,586.0, 3 anos ou mais,64.0,Español,,,
Abremente (5-6 Años): 150 Preguntas Y Respuestas En Imagenes (INFANTIL),4.7,451.0,,0.0,,0.0,7.23,0.0
Lo quiero todo (Colección Cuentos para contar entre dos) (Edición en Español),4.7,131.0, 4 - 7 anos,48.0,,0.0,0.0,4.74
Compas 5. Los Compas perdidos en el espacio (4You2),4.8,2346.0, 8 - 10 anos,224.0,,,,
Taller de la calma. Mandalas maravillosos (Castellano - A PARTIR DE 6 AÑOS - LIBROS DIDÁCTICOS - Taller de la calma),4.6,315.0,6 - 8 anos,32.0,,,,
Compas 7. Los Compas vs. hackers (4You2),4.8,653.0, 8 - 11 anos,224.0,,,,
Las emociones de Gastón. ¡Tengo una rabieta! (Castellano - A PARTIR DE 3 AÑOS - LIBROS DIDÁCTICOS - Libros de emociones),4.6,185.0,,0.0,,,,
"La Reina Turquesa: (El Sendero del Guardabosques, Libro 8)",4.7,864.0,11 - 18 anos,523.0,,,,
"MM My Hero Academia nº 01 1,95 (Manga Manía)",4.7,476.0, 9 anos ou mais,192.0,Español,0.0,1.89,0.0
My Hero Academia nº 34 (Manga Shonen),4.9,13.0,9 anos ou mais,192.0,,0.0,7.7,0.0
El dragón que no tenía fuego: En letra MAYÚSCULA y de imprenta: En letra MAYÚSCULA y de imprenta: libros para niños de 5 y 6 años: 4 (Aprender a leer en letra MAYÚSCULA e imprenta),4.6,894.0, 5 - 6 anos,24.0,Español,0.0,6.77,0.0
Harry Potter and the Philosopher's Stone (English Edition),4.7,101753.0,8 anos ou mais,345.0,,18.3,0.0,0.0
Itarte Vlogs Family 1.Superaventura en familia (Jóvenes influencers),4.6,702.0, 6 - 8 anos,160.0,,16.41,0.0,3.79
Ya sé colorear 2-3 años,4.4,13.0,2 anos ou mais,16.0,Español,0.0,2.19,0.0
"EL GRAN LIBRO DEL ORIGAMI: Manualidades para adultos y niños - Mejorar la motricidad con papiroflexia creativa de diferentes niveles - Con aviones de papel, dragones y mucho más",4.2,171.0, 8 anos ou mais,149.0,Español,,,
El libro inquieto (INFANTIL JUVENIL),4.7,543.0, 3 - 4 anos,80.0,Español,14.52,0.0,0.0
El perro López (El pollo Pepe y sus amigos),4.5,378.0, 2 - 3 anos,0.0,,12.54,0.0,0.0
"Eres una Chica Fantástica: Una colección de historias inspiradoras sobre el valor, la amistad, la fuerza interior y la autoconfianza (Libros Motivadores para Niños)",4.6,440.0, 6 - 10 anos,116.0,,0.0,0.0,0.0
Método Montessori: La mejor guía para hacer crecer a tu bebé de 0 a 3 años de forma saludable. Estimule su mente con más de 125 actividades sensoriales y de desarrollo práctico,4.6,420.0,0 - 3 anos,186.0,Español,0.0,20.35,0.0
Cuaderno rubio iniciacion a la lectura + 5 años,4.5,1028.0,,0.0,,,,
Un Dinosaurio Despistado: Leer Con Susaeta - Nivel 0 (Aprendo a LEER con Susaeta - nivel 0),4.6,1259.0, 3 - 5 anos,32.0,,,,
"Cuidado con la princesa pirata: Libro emocionante de aventuras, 3-6 años, letra de imprenta; contar a partir de 3 años, leer a partir de 6; texto rimado, divertido (SIN COLECCION)",5.0,1.0,3 anos ou mais,32.0,Español,,,
YoSoyPlex en el fin del mundo (Las Aventuras de Plex 2) (Lo más visto),4.6,86.0,7 anos ou mais,160.0,,,,
